indent,names,kind,pop_mil,lat,lon,iana,gv_id
                ,paro,city,0.015,27.403,89.425,PBH,1117
            ,maldives,country,
                ,maamigili island,city,,3.471,72.836,VAM,1477
                ,dharavandhoo island,city,,5.156,73.130,DRV,1478
                ,male,city,0.113,4.192,73.529,MLE,1479
                ,hanimaadhoo island,city,,6.744,73.171,HAQ,1480
                ,fuvahmulak island,city,,,,FVM,1481
                ,kooddoo island,city,,0.732,73.434,GKK,1482
                ,kaadedhdhoo island,city,,0.488,72.997,KDM,1483
                ,kadhdhoo island,city,,1.859,73.522,KDO,1484
                ,gan island,city,,-0.693,73.156,GAN,1485
            ,iran,country,
                ,ilam,city,,33.587,46.405,IIL,2927
                ,ramsar,city,,36.910,50.680,RZR,2928
                ,bandar mahshahr,city,,30.556,49.152,MRX,2929
                ,sabzevar,city,0.226,36.168,57.595,AFZ,2930
                ,ahwaz,city,,31.337,48.762,AWZ,2931
                ,gorgan,city,0.281,36.909,54.401,GBT,2932
                ,bushehr,city,,28.945,50.835,BUZ,2933
                ,sari,city,,36.636,53.194,SRY,2934
                ,ardabil,city,0.415,38.326,48.424,ADU,2935
                ,kalaleh,city,,37.383,55.452,KLM,2936
                ,yasouj,city,,30.701,51.545,YES,2937
                ,bandar abbas,city,,27.218,56.378,BND,2938
                ,sirjan,city,0.175,29.551,55.673,SYJ,2939
                ,shiraz,city,1.240,29.539,52.590,SYZ,2940
                ,chah bahar,city,,25.443,60.382,ZBR,2941
                ,shahrud,city,0.132,36.425,55.104,RUD,2942
                ,now shahr,city,,36.663,51.465,NSH,2943
                ,yazd,city,0.478,31.905,54.277,AZD,2944
                ,parsabad,city,,39.604,47.882,PFQ,2945
                ,zahedan,city,0.599,29.476,60.906,ZAH,2946
                ,asaloyeh,city,,27.380,52.738,PGU,2947
                ,hamadan,city,0.528,34.869,48.553,HDM,2948
                ,kermanshah,city,0.828,34.346,47.158,KSH,2949
                ,tabriz,city,1.413,38.134,46.235,TBZ,2950
                ,kerman,city,0.578,30.274,56.951,KER,2951
                ,sanandaj,city,0.349,35.246,47.009,SDG,2952
                ,rasht,city,0.595,37.323,49.618,RAS,2953
                ,tabas,city,,33.668,56.893,TCX,2954
                ,mashhad,city,2.469,36.235,59.641,MHD,2955
                ,bojnurd,city,0.209,37.493,57.308,BJB,2956
                ,shahre kord,city,,32.297,50.842,CQD,2957
                ,dezful,city,0.315,32.434,48.398,DEF,2958
                ,maragheh,city,0.151,37.348,46.128,ACP,2959
                ,zabol,city,0.234,31.098,61.544,ACZ,2960
                ,birjand,city,0.325,32.898,59.266,XBJ,2961
                ,abadan,city,,30.371,48.228,ABD,2962
                ,esfahan,city,1.628,32.751,51.861,IFN,2963
                ,urumiyeh,city,,37.668,45.069,OMH,2964
                ,kish island,city,,26.526,53.980,KIH,2965
                ,tehran,city,7.873,35.689,51.313,THR,2966
                ,bam,city,0.099,29.084,58.450,BXR,2967
                ,gheshm island,city,,,,GSM,2968
                ,khoy,city,,38.428,44.974,KHY,2969
                ,khorramabad,city,0.375,33.435,48.283,KHD,2970
                ,bandar lengeh,city,,26.532,54.825,BDH,2971
                ,lar,city,,27.675,54.383,LRR,2972
        ,western asia|middle east,region,371.000
            ,qatar,country,
                ,doha,city,1.450,25.273,51.608,DOH,73
            ,jordan,country,
                ,amman,city,1.060,31.723,35.993,AMM,151
                ,aqaba,city,,29.612,35.018,AQJ,152
            ,saudi arabia,country,
                ,tabuk,city,0.548,28.365,36.619,TUU,245
                ,turaif,city,,31.692,38.732,TUI,246
                ,dammam,city,,26.471,49.798,DMM,247
                ,nejran,city,,17.611,44.419,EAM,248
                ,hofuf,city,,25.285,49.485,HOF,249
                ,gurayat,city,,31.412,37.279,URY,250
                ,jouf,city,,29.785,40.100,AJF,251
                ,madinah,city,,24.553,39.705,MED,252
                ,hail,city,,27.438,41.686,HAS,253
                ,wadi al dawaser,city,,20.504,45.200,WAE,254
                ,yanbu al bahr,city,,24.144,38.063,YNB,255
                ,riyadh,city,4.465,24.958,46.699,RUH,256
                ,gassim,city,,26.303,43.774,ELQ,257
                ,jazan,city,0.105,16.901,42.586,GIZ,258
                ,abha,city,0.211,18.240,42.657,AHB,259
                ,sharurah,city,,17.467,47.121,SHW,260
                ,wedjh,city,,26.199,36.476,EJH,261
                ,jeddah,city,3.012,21.680,39.157,JED,262
                ,al baha,city,,20.296,41.634,ABT,263
                ,bisha,city,,19.984,42.621,BHH,264
                ,rafha,city,0.065,29.626,43.491,RAH,265
                ,arar,city,,30.907,41.138,RAE,266
                ,taif,city,,21.483,40.543,TIF,267
                ,qaisumah,city,,28.335,46.125,AQI,268
                ,al ula,city,,26.480,38.129,ULH,269
                ,dawadmi,city,,24.450,44.121,DWD,270
            ,lebanon,country,
                ,beirut,city,1.846,33.821,35.488,BEY,271
            ,yemen,country,
                ,aden,city,1.000,12.830,45.029,ADE,579
                ,hodeidah,city,,14.753,42.976,HOD,580
                ,mukalla,city,,14.663,49.375,RIY,581
                ,sayun,city,,15.966,48.788,GXF,582
                ,sanaa,city,2.008,15.476,44.220,SAH,583
                ,socotra,city,,12.631,53.906,SCT,584
                ,taizz,city,,13.686,44.139,TAI,585
                ,ataq,city,,14.551,46.826,AXK,586
                ,al ghaydah,city,,16.192,52.175,AAY,587
            ,syria,country,
                ,kamishly,city,,37.021,41.191,KAC,650
                ,latakia,city,0.539,35.401,35.949,LTK,651
                ,aleppo,city,2.738,36.181,37.224,ALP,652
                ,damascus,city,2.466,33.411,36.516,DAM,653
            ,georgia,country,
                ,kutaisi,city,0.184,42.177,42.483,KUT,841
                ,batumi,city,0.156,41.610,41.600,BUS,842
                ,tbilisi,city,1.100,41.669,44.955,TBS,843
            ,israel,country,
                ,nevatim,city,,31.208,35.012,VTM,1204
                ,tel aviv,city,,32.011,34.887,TLV,1205
                ,haifa,city,1.011,32.809,35.043,HFA,1206
                ,eilat,city,,29.561,34.960,ETH,1207
            ,turkey,country,
                ,konya,city,0.919,37.979,32.562,KYA,1740
                ,sivas,city,0.264,39.814,36.904,VAS,1741
                ,edremit,city,,39.555,27.014,EDO,1742
                ,dalaman,city,,36.713,28.792,DLM,1743
                ,mardin,city,0.071,37.223,40.632,MQM,1744
                ,adiyaman,city,0.224,37.731,38.469,ADF,1745
                ,izmir,city,2.587,38.292,27.157,ADB,1746
                ,denizli,city,0.372,37.786,29.701,DNZ,1747
                ,kutahya,city,0.185,39.113,30.128,KZR,1748
                ,ankara,city,3.716,40.128,32.995,ESB,1749
                ,van,city,0.372,38.468,43.332,VAN,1750
                ,trabzon,city,0.765,40.995,39.790,TZX,1751
                ,erzurum,city,0.421,39.957,41.170,ERZ,1752
                ,erzincan,city,0.129,39.710,39.527,ERC,1753
                ,isparta,city,0.172,37.855,30.368,ISE,1754
                ,tekirdag,city,0.122,41.138,27.919,TEQ,1755
                ,agri,city,0.088,39.655,43.026,AJI,1756
                ,malatya,city,0.462,38.435,38.091,MLX,1757
                ,istanbul,city,10.061,41.275,28.752,IST,1758
                ,adana,city,1.293,36.982,35.280,ADA,1759
                ,bursa,city,1.492,40.255,29.563,YEI,1760
                ,diyarbakir,city,0.645,37.894,40.201,DIY,1761
                ,nevsehir,city,0.076,38.772,34.535,NAV,1762
                ,kahramanmaras,city,0.376,37.539,36.954,KCM,1763
                ,hatay,city,0.306,36.363,36.282,HTY,1764
                ,sirnak,city,,37.365,42.058,NKT,1765
                ,sanliurfa,city,0.450,37.446,38.896,GNY,1766
                ,eskisehir,city,0.515,39.810,30.519,AOE,1767
                ,antalya,city,0.783,36.899,30.801,AYT,1768
                ,kars,city,0.077,40.562,43.115,KSY,1769
                ,carsamba,city,,41.255,36.567,SZF,1770
                ,gaziantep,city,1.044,36.947,37.479,GZT,1771
                ,gazipasa,city,,36.299,32.301,GZP,1772
                ,amasya,city,0.083,40.829,35.522,MZH,1773
                ,bodrum,city,,37.251,27.664,BJV,1774
                ,elazig,city,0.271,38.607,39.291,EZS,1775
                ,igdir,city,,39.977,43.877,IGD,1776
                ,batman,city,0.302,37.929,41.117,BAL,1777
                ,kastamonu,city,0.070,41.314,33.796,KFS,1778
                ,kayseri,city,0.593,38.770,35.495,ASR,1779
                ,bingol,city,0.081,38.859,40.596,BGG,1780
                ,mus,city,0.083,38.748,41.661,MSR,1781
                ,kocaeli,city,0.467,40.735,30.083,KCO,1782
            ,oman,country,
                ,muscat,city,0.735,23.593,58.284,MCT,1784
                ,salalah,city,0.204,17.039,54.091,SLL,1785
                ,khasab,city,,26.171,56.241,KHS,1786
            ,azerbaijan,country,
                ,baku,city,2.122,40.467,50.047,GYD,2574
                ,nakchivan,city,,39.189,45.458,NAJ,2575
                ,gabala,city,,40.827,47.712,GBB,2576
                ,ganja,city,,40.738,46.318,KVD,2577
                ,lankaran,city,0.060,38.746,48.818,LLK,2578
            ,kuwait,country,
            ,"cyprus, northern",country,
                ,ercan,city,,35.155,33.496,ECN,2862
            ,iraq,country,
                ,erbil,city,0.926,36.238,43.963,EBL,2912
                ,basrah,city,,30.549,47.662,BSR,2913
                ,sulaymaniyah,city,,35.562,45.317,ISU,2914
                ,baghdad,city,5.054,33.263,44.235,BGW,2915
                ,mosul,city,1.316,36.306,43.147,OSM,2916
                ,al najaf,city,,31.990,44.404,NJF,2917
            ,united arab emirates,country,
                ,fujairah,city,,25.112,56.324,FJR,3176
                ,sir bani yas island,city,,24.284,52.580,XSB,3177
                ,ras al khaimah,city,,25.614,55.939,RKT,3178
                ,abu dhabi,city,0.603,24.433,54.651,AUH,3179
                ,al ain,city,,24.262,55.609,AAN,3180
                ,dubai,city,1.379,25.253,55.364,DXB,3181
            ,bahrain,country,
            ,armenia,country,
                ,yerevan,city,1.102,40.147,44.396,EVN,3233
                ,gyumri,city,0.148,40.750,43.859,LWN,3234
            ,"egypt, arab rep.|egypt",country,
                ,mersa matruh,city,,31.325,27.222,MUH,48
                ,sohag,city,,26.343,31.743,HMB,49
                ,sharm el sheikh,city,,27.977,34.395,SSH,50
                ,marsa alam,city,,25.557,34.584,RMF,51
                ,cairo,city,11.893,30.122,31.406,CAI,52
                ,hurghada,city,,27.178,33.799,HRG,53
                ,asyut,city,0.421,27.046,31.012,ATZ,54
                ,luxor,city,0.609,25.671,32.707,LXR,55
                ,alexandria (eg),city,,30.918,29.696,HBE,56
                ,abu simbel,city,,22.376,31.612,ABS,57
                ,aswan,city,0.313,23.964,32.820,ASW,58
                ,el arish,city,,31.073,33.836,AAC,59
                ,taba,city,,29.588,34.778,TCP,60
        ,south eastern asia,region,
            ,cocos (keeling) islands,country,
                ,cocos islands,city,,-12.188,96.834,CCK,104
            ,malaysia,country,
                ,pangkor,city,,4.245,100.553,PKG,166
                ,bintulu,city,0.152,3.124,113.020,BTU,167
                ,bario,city,,3.734,115.479,BBN,168
                ,tawau,city,0.306,4.320,118.128,TWU,169
                ,kudat,city,,6.923,116.836,KUD,170
                ,tanjung manis,city,,,,TGC,171
                ,lahad datu,city,0.106,5.032,118.324,LDU,172
                ,penang,city,,5.297,100.277,PEN,173
                ,mukah,city,,2.906,112.080,MKM,174
                ,malacca,city,,2.263,102.252,MKZ,175
                ,sandakan,city,0.392,5.901,118.059,SDK,176
                ,kuching,city,0.570,1.485,110.347,KCH,177
                ,kota bharu,city,0.506,6.167,102.293,KBR,178
                ,johor bahru,city,0.875,1.641,103.670,JHB,179
                ,alor setar,city,0.336,6.190,100.398,AOR,180
                ,ipoh,city,0.673,4.568,101.092,IPH,181
                ,kuala lumpur,city,1.448,2.746,101.710,KUL,182
                ,langkawi,city,,6.330,99.729,LGK,183
                ,mulu,city,,4.048,114.805,MZV,184
                ,kuantan,city,0.366,3.775,103.209,KUA,185
                ,kota kinabalu,city,0.528,5.937,116.051,BKI,186
                ,limbang,city,,4.808,115.010,LMN,187
                ,sibu,city,0.204,2.262,111.985,SBW,188
                ,tioman island,city,,2.818,104.160,TOD,189
                ,long banga,city,,,,LBP,190
                ,labuan,city,,5.301,115.250,LBU,191
                ,miri,city,0.228,4.322,113.987,MYY,192
                ,kerteh,city,,4.537,103.427,KTE,193
                ,kuala terengganu,city,0.350,5.383,103.103,TGG,194
            ,cambodia,country,
                ,phnom penh,city,1.466,11.547,104.844,PNH,221
                ,siem reap,city,0.109,13.411,103.813,REP,222
                ,sihanoukville,city,,10.580,103.637,KOS,223
            ,thailand,country,
                ,trat,city,0.022,12.275,102.319,TDX,520
                ,sakon nakhon,city,0.076,17.195,104.119,SNO,521
                ,phrae,city,0.039,18.132,100.165,PRH,522
                ,krabi,city,0.031,8.099,98.986,KBV,523
                ,loei,city,0.035,17.439,101.722,LOE,524
                ,khon kaen,city,0.251,16.467,102.784,KKC,525
                ,chumphon,city,0.086,10.711,99.362,CJM,526
                ,nakhon si thammarat,city,0.232,8.540,99.945,NST,527
                ,udon thani,city,0.247,17.386,102.788,UTH,528
                ,u tapao,city,,12.680,101.005,UTP,529
                ,ko samui,city,,9.548,100.062,USM,530
                ,chiang mai,city,0.397,18.767,98.963,CNX,531
                ,narathiwat,city,0.068,6.520,101.743,NAW,532
                ,trang,city,0.148,7.509,99.617,TST,533
                ,mae sot,city,0.046,16.700,98.545,MAQ,534
                ,surat thani,city,0.158,9.133,99.136,URT,535
                ,hat yai,city,0.318,6.933,100.393,HDY,536
                ,ubon ratchathani,city,0.274,15.251,104.870,UBP,537
                ,bangkok,city,6.704,13.681,100.747,BKK,538
                ,roi et,city,0.039,16.117,103.774,ROI,539
                ,hua hin,city,0.050,12.636,99.951,HHQ,540
                ,nakhon phanom,city,0.055,17.384,104.643,KOP,541
                ,mae hong son,city,0.009,19.301,97.976,HGN,542
                ,lampang,city,0.204,18.271,99.504,LPT,543
                ,buriram,city,,15.229,103.253,BFV,544
                ,chiang rai,city,0.117,19.952,99.883,CEI,545
                ,phitsanulok,city,0.164,16.783,100.279,PHS,546
                ,ranong,city,0.025,9.778,98.586,UNN,547
                ,sukhothai,city,0.010,17.238,99.818,THS,548
                ,phuket,city,0.142,8.113,98.317,HKT,549
